,smiles,core_smiles,E_neu(eV),E_an(eV),E_neu - E_an(eV),E(meV),GP-calibrated E vs Li/Li+ (V),GP uncertainty (meV),boltzmann_averaged_electronic_coupling (eV)
0,CN1C(=O)c2c(N(C)C)ccc(N(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1455.401496,-1462.643586,7.242089756,2396.089756,1.445224435,33.10193459,0.194044567
1,CN1C(=O)c2c(N)ccc(N)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1111.165925,-1118.490551,7.324625448,2478.625448,1.488681837,28.02694555,0.444751694
2,CN1C(=O)c2cc(N)c(N)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1110.879608,-1118.227383,7.347774402,2501.774402,1.496705669,26.63893198,0.091602638
3,CN1C(=O)c2ccc(N(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1189.642604,-1196.988741,7.3461366,2500.1366,1.498098972,26.73272881,0.293093882
4,CN1C(=O)c2cc(N(C)C)c(N(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1455.361402,-1462.74604,7.384637296,2538.637296,1.518682986,24.3763144,0.046418702
5,CN1C(=O)c2ccc(N)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1017.319625,-1024.787771,7.468145652,2622.145652,1.566243013,19.41520642,0.258679707
6,CN1C(=O)c2cccc(N(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1189.523742,-1197.010064,7.486322133,2640.322133,1.578823743,18.32306917,0.160495383
7,CN1C(=O)c2cccc(N)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1017.396749,-1024.928086,7.531337079,2685.337079,1.603534505,15.59272765,0.419279628
8,Cc1ccc(C)c2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1096.247339,-1103.854687,7.60734758,2761.34758,1.650745105,11.38173478,0.225828917
9,CCc1ccc(CC)c2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1268.501019,-1276.109047,7.608028422,2762.028422,1.652404924,11.47869684,0.140179721
10,Cc1cc2c(cc1C)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1096.209565,-1103.818698,7.609132918,2763.132918,1.653780001,11.59704479,0.188201926
11,CCc1cc2c(cc1CC)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1268.41333,-1276.034617,7.621286703,2775.286703,1.658781878,10.61290375,0.022236359
12,COCCc1cc2c(cc1CCOC)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1661.454206,-1669.100474,7.646268369,2800.268369,1.673579333,9.272523116,0.020501581
13,COc1cc2c(cc1OC)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1317.264858,-1324.931443,7.666584845,2820.584845,1.682330458,7.633800329,0.24895141
14,COCCc1ccc(CCOC)c2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1661.604962,-1669.279071,7.67410844,2828.10844,1.687936207,7.362636264,0.021431674
15,CN1C(=O)c2cc(O)c(O)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1145.502858,-1153.180119,7.677260712,2831.260712,1.689326256,7.153830396,0.030320654
16,CN(C)c1ccc(N(C)C)c2nsnc12,c1ccc2nsnc2c1,-1184.226339,-1191.16519,6.938851431,2092.851431,1.698669171,34.61267888,0.076563875
17,Cc1cccc2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1009.882129,-1017.578165,7.696036424,2850.036424,1.701229033,6.302300453,0.309816651
18,CCc1cccc2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1096.005845,-1103.703444,7.697598324,2851.598324,1.70123381,5.99267385,0.233761532
19,Cc1ccc2c(c1)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1009.869282,-1017.566525,7.697242992,2851.242992,1.701897131,6.259565062,0.332996554
20,CCc1ccc2c(c1)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1096.001209,-1103.702453,7.701243275,2855.243275,1.702588277,5.703491474,0.19173542
21,CN1C(=O)c2ccc(O)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1034.53069,-1042.236261,7.705570367,2859.570367,1.708786773,6.398469012,0.098175278
22,CN1C(=O)c2cccc(O)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1034.476518,-1042.200215,7.723696319,2877.696319,1.713507177,4.216215945,0.020081979
23,COc1ccc2c(c1)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1120.470707,-1128.193886,7.723178182,2877.178182,1.716270238,4.767635152,0.258166071
24,COCCc1cccc2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1292.556109,-1300.285443,7.729333644,2883.333644,1.720461241,4.644146998,0.129070233
25,COc1ccc(OC)c2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1317.209591,-1324.942765,7.733174006,2887.174006,1.723234879,4.748137778,0.35136251
26,COCCc1ccc2c(c1)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1292.500246,-1300.247347,7.747101274,2901.101274,1.729808212,3.532756811,0.120617334
27,COc1cccc2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1120.361119,-1128.115486,7.754366396,2908.366396,1.735769495,4.008508643,0.422230689
28,Nc1cc2nsnc2cc1N,c1ccc2nsnc2c1,-839.7166657,-846.7383386,7.021672873,2175.672873,1.741395757,29.18925615,0.172860578
29,Nc1ccc(N)c2nsnc12,c1ccc2nsnc2c1,-839.6613249,-846.712426,7.051101118,2205.101118,1.756931344,27.25545119,0.080250192
30,CN(C)c1cc2nsnc2cc1N(C)C,c1ccc2nsnc2c1,-1184.179495,-1191.246613,7.067117929,2221.117929,1.76621012,26.2563665,0.026216466
31,COCc1ccc2c(c1)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1206.305595,-1214.131734,7.826138749,2980.138749,1.777207386,4.115056765,0.22785125
32,COCc1cccc2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1206.330847,-1214.163016,7.832169346,2986.169346,1.77907943,3.919238208,0.226347951
33,COCc1cc2c(cc1COC)C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1489.070486,-1496.911038,7.840551314,2994.551314,1.781870659,3.693944826,0.241052465
34,CN(C)c1cccc2nsnc12,c1ccc2nsnc2c1,-918.43319,-925.5542525,7.121062528,2275.062528,1.795573868,22.80771726,0.063288554
35,COCc1ccc(COC)c2c1C(=O)N(C)C2=O,CN1C(=O)c2ccccc2C1=O,-1489.158387,-1497.031899,7.873512,3027.512,1.80520662,6.501663159,0.096031779
36,CN1C(=O)c2c(O)ccc(O)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1145.702323,-1153.587671,7.885348276,3039.348276,1.807210884,6.183742834,0.101793558
37,CN(C)c1ccc2c(c1)-c1cc(N(C)C)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1511.129353,-1518.017429,6.888075818,2042.075818,1.811774212,42.99656857,0.168568304
38,CN1C(=O)c2ccc(S)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1012.041533,-1019.963209,7.921676331,3075.676331,1.828996597,8.469321458,0.344437556
39,CN(C)c1ccc2nsnc2c1,c1ccc2nsnc2c1,-918.4045426,-925.5923153,7.187772645,2341.772645,1.831323994,18.5139018,0.129190818
40,Nc1cccc2nsnc12,c1ccc2nsnc2c1,-746.128911,-753.3279108,7.198999833,2352.999833,1.837384678,17.86138431,0.025136751
41,Nc1ccc2nsnc2c1,c1ccc2nsnc2c1,-746.1150073,-753.33996,7.224952709,2378.952709,1.851888487,16.16737207,0.052978225
42,Cc1ccc(C)c2nsnc12,c1ccc2nsnc2c1,-825.0772886,-832.3388794,7.261590789,2415.590789,1.872491724,13.90467105,0.083952009
43,CN1C(=O)c2ccc(CC[N+](C)(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1452.398963,-1460.391584,7.992620714,3146.620714,1.873313398,13.22261552,0.053842872
44,CCc1ccc(CC)c2nsnc12,c1ccc2nsnc2c1,-997.343373,-1004.608372,7.264998549,2418.998549,1.874040534,13.68930063,0.039238344
45,CN(C)c1cccc2c1C(=O)c1c-2cccc1N(C)C,O=C1c2ccccc2-c2ccccc21,-1510.882615,-1517.89218,7.009565497,2163.565497,1.87548237,35.03763527,0.072713473
46,CN1C(=O)c2cc(S)c(S)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1100.509905,-1108.516075,8.006170183,3160.170183,1.876995982,13.61108525,0.41688807
47,Nc1ccc2c(c1)-c1cc(N)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1166.538896,-1173.564443,7.025547226,2179.547226,1.883648844,34.07974564,0.073326451
48,CN(C)c1cc[n+](C)cc1-c1c[n+](C)ccc1N(C)C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1566.999295,-1574.904344,7.905049383,3059.049383,1.892457114,239.8238509,0.036293192
49,Cc1cc2nsnc2cc1C,c1ccc2nsnc2c1,-825.0672761,-832.3666318,7.299355694,2453.355694,1.892970944,11.58633912,0.108647532
50,CN1C(=O)c2cccc(S)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1012.150435,-1020.186783,8.036347766,3190.347766,1.900303277,16.1711362,0.3470731
51,COc1cc2nsnc2cc1OC,c1ccc2nsnc2c1,-1046.207866,-1053.518561,7.310695298,2464.695298,1.900641541,10.98751673,0.084229201
52,CN(C)c1ccc2c(c1)C(=O)c1cc(N(C)C)ccc1-2,O=C1c2ccccc2-c2ccccc21,-1510.939746,-1518.002055,7.062309554,2216.309554,1.902911679,31.66600428,0.057478718
53,CCc1cc2nsnc2cc1CC,c1ccc2nsnc2c1,-997.2649518,-1004.582687,7.317735516,2471.735516,1.903781872,10.43673348,0.019172618
54,C[n+]1ccc(N)c(-c2c[n+](C)ccc2N)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1222.452986,-1230.389229,7.936243055,3090.243055,1.910511308,239.4866012,0.033685748
55,COCCc1ccc(CCOC)c2nsnc12,c1ccc2nsnc2c1,-1390.417188,-1397.761799,7.344610536,2498.610536,1.919185848,8.846439533,0.038942129
56,CN1C(=O)c2cccc(CC[N+](C)(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1452.500327,-1460.588767,8.0884397,3242.4397,1.927786567,19.12758395,0.053539951
57,Cc1cccc2nsnc12,c1ccc2nsnc2c1,-738.7523827,-746.1223417,7.369958959,2523.958959,1.933576949,7.305244643,0.119244163
58,COCCc1cc2nsnc2cc1CCOC,c1ccc2nsnc2c1,-1390.296309,-1397.667755,7.37144579,2525.44579,1.934532587,7.238401706,0.001004667
59,COc1ccc(OC)c2nsnc12,c1ccc2nsnc2c1,-1046.121516,-1053.492947,7.371430649,2525.430649,1.934550914,7.206026555,0.079917426
60,CCc1cccc2nsnc12,c1ccc2nsnc2c1,-824.8826438,-832.2555013,7.372857475,2526.857475,1.934815143,7.069093018,0.037132649
61,Oc1cc2nsnc2cc1O,c1ccc2nsnc2c1,-874.4130849,-881.7929562,7.379871239,2533.871239,1.93812817,6.699529869,0.030181299
62,CN1C(=O)c2cc(CC[N+](C)(C)C)c(CC[N+](C)(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1981.193217,-1989.289204,8.09598646,3249.98646,1.938575674,20.60240105,0.162830168
63,Cc1ccc2nsnc2c1,c1ccc2nsnc2c1,-738.7565777,-746.1409979,7.384420158,2538.420158,1.94071837,6.459245041,0.059540389
64,C[n+]1cc(-c2ccc(N)[n+](C)c2)ccc1N,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1222.386603,-1230.384756,7.998152464,3152.152464,1.946686061,238.8874121,0.095578482
65,CCc1ccc2nsnc2c1,c1ccc2nsnc2c1,-824.8860904,-832.2788345,7.392744096,2546.744096,1.946735987,5.945279247,0.083400044
66,Nc1cccc2c1C(=O)c1c(N)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1166.702625,-1173.854829,7.152204551,2306.204551,1.951711421,25.99192152,
67,COc1cccc2nsnc12,c1ccc2nsnc2c1,-849.3133372,-856.7223818,7.409044513,2563.044513,1.955313805,4.917474384,
68,COc1ccc2nsnc2c1,c1ccc2nsnc2c1,-849.3795741,-856.7934735,7.413899365,2567.899365,1.957944197,4.676239145,
69,COCCc1cccc2nsnc12,c1ccc2nsnc2c1,-1021.416276,-1028.830193,7.413917544,2567.917544,1.958611837,4.663917512,
70,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1245.132595,-1252.306945,7.174349913,2328.349913,1.963467131,24.5980129,
71,CN1C(=O)c2ccc(C[N+](C)(C)C)cc2C1=O,CN1C(=O)c2ccccc2C1=O,-1366.214979,-1374.376015,8.161036291,3315.036291,1.970467233,23.89931536,
72,Oc1ccc2nsnc2c1,c1ccc2nsnc2c1,-763.4315545,-770.8733527,7.44179821,2595.79821,1.973560248,3.13298565,
73,Nc1ccc2c(c1)C(=O)c1cc(N)ccc1-2,O=C1c2ccccc2-c2ccccc21,-1166.378538,-1173.574289,7.195751052,2349.751052,1.975914735,23.23223527,
74,COCCc1ccc2nsnc2c1,c1ccc2nsnc2c1,-1021.396424,-1028.855197,7.458772879,2612.772879,1.983597304,2.200456071,
75,Oc1cccc2nsnc12,c1ccc2nsnc2c1,-763.4409412,-770.9046843,7.463743012,2617.743012,1.986285335,2.123179296,
76,C[n+]1c(N)cc(C(=O)c2ccccc2)cc1N,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1292.440274,-1300.535509,8.095234556,3249.234556,1.995910267,38.58598666,
77,Oc1ccc(O)c2nsnc12,c1ccc2nsnc2c1,-874.3869965,-881.8688362,7.481839726,2635.839726,1.996343816,1.669088043,
78,CN(C)c1c[n+](C)cc(N(C)C)c1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1636.556482,-1644.654015,8.097532699,3251.532699,1.996796774,38.55849329,
79,CN(C)c1cccc2c1-c1c(cccc1N(C)C)C2=O,O=C1c2ccccc2-c2ccccc21,-1510.638703,-1517.893603,7.254899277,2408.899277,2.008549212,19.60050108,
80,CN1C(=O)c2c(S)ccc(S)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1100.791123,-1109.031303,8.24018083,3394.18083,2.014648806,28.90358066,
81,C[n+]1cc(N)c(C(=O)c2ccccc2)c(N)c1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1292.309555,-1300.438997,8.129441822,3283.441822,2.015083464,36.61928016,
82,Nc1cccc2c1-c1c(N)cccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1166.241121,-1173.507345,7.266224002,2420.224002,2.015334733,18.90234314,
83,CN1C(=O)c2cccc(C[N+](C)(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1366.285961,-1374.527015,8.241054201,3395.054201,2.018302472,29.34194785,
84,CN(C)c1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1244.997793,-1252.273024,7.275231701,2429.231701,2.019860616,18.38138924,
85,COCc1ccc2nsnc2c1,c1ccc2nsnc2c1,-935.2208644,-942.7452015,7.524337067,2678.337067,2.020786711,2.861324201,
86,Nc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1072.823223,-1080.101204,7.277980728,2431.980728,2.021470456,18.14946928,
87,COCc1cccc2nsnc12,c1ccc2nsnc2c1,-935.230081,-942.7621642,7.53208318,2686.08318,2.025022966,3.343802565,
88,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1245.036085,-1252.322314,7.286228559,2440.228559,2.026616959,17.64470128,
89,COCc1cc2nsnc2cc1COC,c1ccc2nsnc2c1,-1217.987356,-1225.523194,7.535838136,2689.838136,2.02766985,3.425758284,
90,CN(C)c1ccc(-c2ccc(N(C)C)[n+](C)c2)c[n+]1C,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1566.539999,-1574.713658,8.173659314,3327.659314,2.048277193,237.2275004,
91,COCc1ccc(COC)c2nsnc12,c1ccc2nsnc2c1,-1218.046908,-1225.621087,7.574178705,2728.178705,2.049945529,5.530181744,
92,Nc1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1072.906866,-1080.247281,7.340415457,2494.415457,2.056285455,14.34472808,
93,CN(C)c1ccc(N(C)C)c2c1C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1679.626422,-1687.134879,7.508457202,2662.457202,2.064469535,45.9789136,
94,CN(C)c1cc(C(=O)c2ccccc2)cc(N(C)C)[n+]1C,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1636.819655,-1645.036948,8.217293326,3371.293326,2.06533722,31.0933765,
95,Nc1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1072.73883,-1080.104635,7.365804976,2519.804976,2.070348177,12.86688974,
96,CN(C)c1cc(-c2cc(N(C)C)c[n+](C)c2)c[n+](C)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1566.795977,-1575.026969,8.230991943,3384.991943,2.08138507,236.6440505,
97,Cc1ccc2c(c1)-c1cc(C)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1151.748831,-1159.14735,7.398519542,2552.519542,2.08831282,11.00863029,
98,COc1ccc2c(c1)-c1cc(OC)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1372.992709,-1380.391493,7.398783541,2552.783541,2.089237431,10.78962232,
99,CCc1cccc2c1C(=O)c1c(CC)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1323.986286,-1331.387235,7.400949837,2554.949837,2.09078113,10.63417794,
100,C[N+](C)(C)CCc1ccc2nsnc2c1,c1ccc2nsnc2c1,-1181.322263,-1188.969384,7.647120592,2801.120592,2.091826822,9.954063597,
101,Sc1ccc2nsnc2c1,c1ccc2nsnc2c1,-740.9669241,-748.6151714,7.648247342,2802.247342,2.092695636,9.980264642,
102,Nc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1072.67698,-1080.08516,7.408179581,2562.179581,2.094734688,10.22726214,
103,Cc1cccc2c1C(=O)c1c(C)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1151.731314,-1159.142925,7.411611085,2565.611085,2.097061716,9.970574555,
104,CN(C)c1c[n+](C)ccc1C(=O)c1ccccc1,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1370.714793,-1378.987634,8.272840206,3426.840206,2.098449055,26.93301198,
105,CCc1ccc2c(c1)-c1cc(CC)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1324.014508,-1331.431337,7.416828584,2570.828584,2.09966047,9.687937919,
106,O=C1c2ccc(O)cc2-c2cc(O)ccc21,O=C1c2ccccc2-c2ccccc21,-1201.126928,-1208.549669,7.422740658,2576.740658,2.102825529,9.379761474,
107,Cc1cccc2c1-c1c(C)cccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1151.394242,-1158.818456,7.424214562,2578.214562,2.103211261,9.31344106,
108,CN(C)c1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1244.865217,-1252.2914,7.426182928,2580.182928,2.105116372,9.076874394,
109,C[n+]1cccc(-c2ccc[n+](C)c2N)c1N,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1222.155921,-1230.433157,8.277235931,3431.235931,2.107482499,236.317581,
110,Cc1ccc2c(c1)C(=O)c1cc(C)ccc1-2,O=C1c2ccccc2-c2ccccc21,-1151.71824,-1159.150906,7.432666044,2586.666044,2.108337486,8.720573511,
111,CCc1cccc2c1-c1c(CC)cccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1323.561884,-1330.995339,7.433455298,2587.455298,2.108651228,8.823211418,
112,CCc1ccc2c(c1)C(=O)c1cc(CC)ccc1-2,O=C1c2ccccc2-c2ccccc21,-1323.993156,-1331.428116,7.434960037,2588.960037,2.109517022,8.669095814,
113,Sc1cccc2nsnc12,c1ccc2nsnc2c1,-741.0205498,-748.6992408,7.678690929,2832.690929,2.109996054,11.86607299,
114,CN1C(=O)c2c(CC[N+](C)(C)C)ccc(CC[N+](C)(C)C)c2C1=O,CN1C(=O)c2ccccc2C1=O,-1981.432978,-1989.833336,8.400357408,3554.357408,2.110138407,40.27295342,
115,COCCc1ccc2c(c1)-c1cc(CCOC)ccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1717.03147,-1724.492783,7.461312948,2615.312948,2.124416901,7.180853626,
116,CN(C)c1ccc2c(c1)C(=O)c1cc(N(C)C)ccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1680.189059,-1687.805141,7.61608134,2770.08134,2.126936183,39.87603816,
117,CN(C)c1cccc2c1C(=O)c1c(cccc1N(C)C)C2=O,O=C1c2ccccc2C(=O)c2ccccc21,-1679.566386,-1687.187965,7.621579379,2775.579379,2.129001601,39.73511515,
118,COc1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1175.958948,-1183.429923,7.470975712,2624.975712,2.13069055,6.400130606,
119,COc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1176.027013,-1183.499055,7.472042077,2626.042077,2.130789694,6.49038222,
120,Cc1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1065.394008,-1072.869019,7.475010486,2629.010486,2.132854311,6.297371711,
121,Cc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1065.401747,-1072.884869,7.483121459,2637.121459,2.137200555,5.740796782,
122,C[n+]1cc(N)cc(-c2cc(N)c[n+](C)c2)c1,C[n+]1cccc(-c2ccc[n+](C)c2)c1,-1222.095725,-1230.425391,8.329666755,3483.666755,2.137520342,235.7706858,
123,CCc1cccc2c1C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1151.519277,-1159.007184,7.487907111,2641.907111,2.140066152,5.431371524,
124,COc1cccc2c1-c1c(OC)cccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1372.714052,-1380.209195,7.495142713,2649.142713,2.143840533,5.071629463,
125,CCc1ccc2c(c1)-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1151.531793,-1159.0266,7.49480745,2648.80745,2.144232939,5.024761828,
126,Cc1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1065.386004,-1072.881892,7.495888675,2649.888675,2.144548454,5.017294401,
127,COc1cccc2c1C(=O)c1c(OC)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1372.774359,-1380.276816,7.502457163,2656.457163,2.148273302,4.669435852,
128,CCc1ccc2c(c1)C(=O)c1ccccc1-2,O=C1c2ccccc2-c2ccccc21,-1151.521152,-1159.024983,7.503831203,2657.831203,2.148588453,4.789491534,
129,C[N+](C)(C)CCc1cccc2nsnc12,c1ccc2nsnc2c1,-1181.440295,-1189.18677,7.74647491,2900.47491,2.149575641,15.87390414,
130,Cc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1065.351495,-1072.857242,7.505747046,2659.747046,2.150119419,4.455269487,
131,O=C1c2ccccc2-c2cc(O)ccc21,O=C1c2ccccc2-c2ccccc21,-1090.083049,-1097.590368,7.5073193,2661.3193,2.151379937,4.307027183,
132,CCc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1151.461468,-1158.968748,7.507280257,2661.280257,2.151585411,4.270133141,
133,COCCc1cccc2c1C(=O)c1c(CCOC)cccc1-2,O=C1c2ccccc2-c2ccccc21,-1717.070625,-1724.578634,7.508009137,2662.009137,2.151839032,4.239244275,
134,C[N+](C)(C)CCc1cc2nsnc2cc1CC[N+](C)(C)C,c1ccc2nsnc2c1,-1710.095577,-1717.849827,7.754249025,2908.249025,2.155035136,16.18921536,
135,Sc1cc2nsnc2cc1S,c1ccc2nsnc2c1,-829.435413,-837.1974647,7.762051783,2916.051783,2.158310229,16.91590119,
136,COc1cccc(OC)c1C1=[N+]([O-])C(C)(C)C(C)(C)N1[O],CC1(C)N([O])C(c2ccccc2)=[N+]([O-])C1(C)C,-1765.599654,-1773.563548,7.963894416,3117.894416,2.162008885,16.86786549,
137,COc1cccc2c1-c1ccccc1C2=O,O=C1c2ccccc2-c2ccccc21,-1175.962721,-1183.495943,7.533222425,2687.222425,2.166254332,2.954378738,
138,C[n+]1ccc(C(=O)c2ccccc2)cc1N,CC[n+]1c(C)cc(C(=O)c2ccccc2)cc1C,-1198.562311,-1206.953923,8.391611584,3545.611584,2.166294044,18.67012683,
139,O=C1c2cc(O)ccc2-c2ccc(O)cc21,O=C1c2ccccc2-c2ccccc21,-1201.031395,-1208.565733,7.534337545,2688.337545,2.167168123,2.743677334,
